source,target,weight
0x0114f3,0x02,71
0x011e91,0x02,12
0x016325,0x02,17
0x5b4b,0x02,65
0x1175,0x02,112
0x01428b,0x02,33
0x8515,0x02,73
0x5567,0x02,12
0x5130,0x02,23
0xcda4,0x02,28
0x0127cd,0x02,17
0x3d52,0x02,12
0xd2c1,0x02,92
0x01ad9c,0x02,17
0x015008,0x02,17
0xb60e,0x02,55
0x0133ba,0x02,39
0x015aba,0x02,12
0x01913b,0x02,12
0x1cb0,0x02,34
0x34ab,0x02,34
0x011e2e,0x02,25
0x5adc,0x02,52
0x2080,0x02,58
0x015dc6,0x02,17
0x64ab,0x02,17
0x0154d6,0x02,36
0x90d9,0x02,80
0x02f7,0x02,23
0x015520,0x02,39
0x01720e,0x02,23
0x3246,0x02,17
0x0fbc,0x02,111
0x0116dd,0x02,25
0xba11,0x02,32
0x01ba7c,0x02,28
0x8754,0x02,45
0x01240b,0x02,57
0x87b6,0x02,33
0x0a4e,0x02,117
0xe6f8,0x02,36
0xbbfd,0x02,28
0x011e7e,0x02,52
0x01a501,0x02,31
0x6789,0x02,12
0xb845,0x02,73
0x45c4,0x02,12
0xe4af,0x02,12
0x9b96,0x02,17
0x012342,0x02,73
0x5f2a,0x02,20
0x9ccf,0x02,12
0xce3e,0x02,45
0x017ffa,0x02,12
0x010842,0x02,15
0x6bc9,0x02,20
0x015f22,0x02,17
0x917d,0x02,12
0x6d18,0x02,15
0x0150ac,0x02,20
0x01265d,0x02,17
0x010365,0x02,12
0xb3b3,0x02,36
0x015aa3,0x02,52
0x0139b6,0x02,17
0xb2e6,0x02,33
0xf328,0x02,39
0x0183b2,0x02,33
0xbad7,0x02,81
0x0108fb,0x02,24
0x013568,0x02,21
0x01259d,0x02,28
0xba3d,0x02,82
0xc21b,0x02,152
0xc4c5,0x02,23
0x013852,0x02,94
0xec10,0x02,17
0x12e4,0x02,28
0xdc8a,0x02,17
0xf3e4,0x02,20
0x015653,0x02,33
0x1a38,0x02,17
0xcde7,0x02,23
0x01d1f7,0x02,25
0x92ca,0x02,17
0x4acb,0x02,45
0x5cef,0x02,17
0x6bcc,0x02,12
0x01259c,0x02,17
0x1f19,0x02,60
0x0142ab,0x02,12
0x0164fb,0x02,57
0x6ea2,0x02,15
0x2310,0x02,12
0x011990,0x02,31
0x01a0e8,0x02,45
0xf0f2,0x02,17
0xfa36,0x02,34
0x5558,0x02,17
0x014625,0x02,63
0xed7b,0x02,23
0x32d6,0x02,12
0x4183,0x02,15
0xcccd,0x02,11
0x01da77,0x02,79
0x19fb,0x02,50
0x016274,0x02,28
0x1d4a,0x02,17
0x0153af,0x02,29
0x01990b,0x02,20
0x0128a6,0x02,34
0x013114,0x02,17
0xf651,0x02,39
0xbe07,0x02,18
0x9187,0x02,39
0xc50f,0x02,71
0x991e,0x02,109
0xe99a,0x02,17
0x014580,0x02,17
0x11ac,0x02,17
0xefc5,0x02,17
0xd796,0x02,15
0x01447a,0x02,17
0xd0af,0x02,20
0x011593,0x02,95
0x5220,0x02,12
0x016dd3,0x02,12
0xf652,0x02,20
0x41a1,0x02,48
0x44d3,0x02,31
0xa8ac,0x02,28
0x012f79,0x02,108
0x014f16,0x02,52
0x015b13,0x02,12
0x77f8,0x02,25
0x01562d,0x02,28
0x675c,0x02,28
0x3f6b,0x02,39
0x2c2e,0x02,23
0x1e87,0x02,28
0x019beb,0x02,42
0x21d2,0x02,31
0xffbf,0x02,23
0x7c89,0x02,81
0x0143cf,0x02,17
0x012421,0x02,180
0x0142db,0x02,31
0x7730,0x02,33
0xcc96,0x02,56
0xd19b,0x02,61
0x0183a1,0x02,20
0x01301e,0x02,11
0x24c3,0x02,23
0x07e7,0x02,73
0x016893,0x02,16
0x05f2,0x02,42
0xd9f1,0x02,17
0x0132e1,0x02,12
0x013c15,0x02,49
0x0106cc,0x02,71
0x013a45,0x02,34
0x56bd,0x02,15
0x5204,0x02,12
0x12aa,0x02,25
0xdc9e,0x02,221
0x19f7,0x02,17
0x124a,0x02,28
0x4665,0x02,25
0x685c,0x02,20
0x011be1,0x02,85
0x31e6,0x02,12
0x011f3d,0x02,12
0x7955,0x02,17
0xf4d6,0x02,12
0x1961,0x02,17
0xf2e9,0x02,26
0x3ed7,0x02,57
0x0130e4,0x02,12
0xa168,0x02,20
0xd8ec,0x02,41
0x1158,0x02,20
0xa7cb,0x02,25
0xaa62,0x02,11
0xc740,0x02,12
0x015d48,0x02,18
0x1945,0x02,17
0xd38f,0x02,148
0x01054d,0x02,49
0x015c2d,0x02,17
0x01307b,0x02,11
0xbe66,0x02,12
0x1a71,0x02,17
0xe3b0,0x02,20
0x015a44,0x02,12
0xfdc3,0x02,36
0xc4b4,0x02,12
0x3297,0x02,28
0xa1d5,0x02,12
0x0194db,0x02,12
0x939d,0x02,12
0x2b3e,0x02,36
0xc06b,0x02,45
0x6122,0x02,12
0x5e7a,0x02,63
0xcc91,0x02,28
0xf14b,0x02,23
0xe9c5,0x02,44
0x5965,0x02,99
0xa092,0x02,20
0x01284e,0x02,20
0xb4a2,0x02,25
0x016ddf,0x02,20
0x3fcd,0x02,51
0x017a01,0x02,12
0x4bae,0x02,41
0x42ec,0x02,12
0x2e0b,0x02,79
0xbc54,0x02,39
0x014a47,0x02,20
0x017221,0x02,42
0x7219,0x02,12
0xad34,0x02,28
0x013f0d,0x02,20
0x017ee1,0x02,23
0x5002,0x02,72
0xaa76,0x02,25
0x91d0,0x02,12
0x019fe9,0x02,31
0x0102eb,0x02,12
0x1bd7,0x02,28
0x015295,0x02,12
0x6bb2,0x02,60
0x9710,0x02,52
0xa749,0x02,12
0xef59,0x02,25
0x015d6d,0x02,12
0xdb42,0x02,34
0x0167e7,0x02,63
0x01005d,0x02,112
0x502a,0x02,13
0x0125a8,0x02,42
0x3abb,0x02,23
0x01a888,0x02,25
0x6fa8,0x02,73
0x389e,0x02,31
0x3db3,0x02,12
0x014ce9,0x02,12
0x34f8,0x02,12
0x7b80,0x02,46
0x8f6d,0x02,15
0x2035,0x02,17
0x017a1a,0x02,78
0x7cae,0x02,33
0x01ba77,0x02,25
0x9276,0x02,63
0xc68c,0x02,81
0x01444e,0x02,17
0x56db,0x02,28
0x01da88,0x02,16
0x2d7c,0x02,15
0x0160f9,0x02,12
0x010ff8,0x02,12
0x015369,0x02,16
0xdb25,0x02,15
0xe32a,0x02,12
0x012bcb,0x02,31
0x24cf,0x02,40
0xc171,0x02,17
0x12b0,0x02,12
0x447f,0x02,87
0x01418a,0x02,12
0xb594,0x02,24
0x3d47,0x02,20
0x016659,0x02,12
0x1ec5,0x02,11
0x016465,0x02,57
0x4fec,0x02,42
0x396e,0x02,25
0x420f,0x02,75
0x011a60,0x02,12
0x3856,0x02,19
0x0674,0x02,18
0xc1e5,0x02,17
0x01640c,0x02,17
0x4fb5,0x02,20
0x9f2e,0x02,25
0x01d1fa,0x02,17
0x96a6,0x02,156
0x010875,0x02,12
0x6133,0x02,93
0x011060,0x02,17
0x016a78,0x02,66
0xc46e,0x02,81
0x8aa8,0x02,23
0x013b6e,0x02,39
0x0f8a,0x02,15
0x62c6,0x02,17
0x7c8f,0x02,25
0x9c10,0x02,20
0x0169b8,0x02,17
0xbabd,0x02,10
0x015b67,0x02,17
0x7a03,0x02,17
0x017f1e,0x02,20
0x0110cf,0x02,25
0x010fa3,0x02,41
0x92d1,0x02,12
0x017511,0x02,17
0x019e63,0x02,41
0x17b5,0x02,17
0x9b5d,0x02,25
0x1954,0x02,17
0xb473,0x02,15
0x019ab5,0x02,12
0x6ca1,0x02,33
0x4657,0x02,41
0x504c,0x02,25
0x01552e,0x02,17
0x0481,0x02,81
0x019fca,0x02,17
0xa1b8,0x02,155
0x017f46,0x02,75
0x014383,0x02,39
0xdafa,0x02,50
0x01005c,0x02,66
0x4ed7,0x02,54
0x015a4e,0x02,39
0xf319,0x02,17
0x01b8f5,0x02,11
0x01348a,0x02,53
0x018562,0x02,39
0x012ca6,0x02,71
0xbfe0,0x02,15
0x011434,0x02,82
0xfbd0,0x02,305
0x01baad,0x02,138
0x06b8,0x02,14
0x019174,0x02,33
0x0113de,0x02,20
0xed88,0x02,12
0x0182c7,0x02,82
0x017e88,0x02,52
0x01662f,0x02,17
0x3af6,0x02,17
0x01ada3,0x02,17
0x01d416,0x02,49
0x0178cc,0x02,148
0x2a58,0x02,20
0xb287,0x02,73
0xda77,0x02,128
0x3ff7,0x02,63
0x010747,0x02,41
0x014201,0x02,114
0x35,0x02,17
0xc097,0x02,28
0x9431,0x02,17
0xddf3,0x02,25
0x01c36a,0x02,12
0x9898,0x02,49
0xc14f,0x02,28
0x0101bf,0x02,12
0x8c30,0x02,52
0x017e5e,0x02,81
0x01bb10,0x02,137
0x018b04,0x02,41
0xda5b,0x02,28
0x9cd7,0x02,16
0x011410,0x02,33
0x5149,0x02,105
0x015572,0x02,217
0x012288,0x02,12
0x5d0b,0x02,34
0x018d65,0x02,17
0x5a3c,0x02,36
0x473d,0x02,22
0x01998b,0x02,108
0xe4c3,0x02,10
0x4cb7,0x02,68
0x22b5,0x02,20
0x01b00f,0x02,39
0x0197e8,0x02,122
0x014b45,0x02,20
0x7745,0x02,28
0x015cb7,0x02,22
0xdeb2,0x02,12
0x3d05,0x02,28
0x9438,0x02,12
0x7c6a,0x02,17
0x16c4,0x02,75
0x6354,0x02,20
0xd6b3,0x02,22
0x76ed,0x02,36
0x9cfa,0x02,25
0x403d,0x02,34
0x01951c,0x02,17
0x018f52,0x02,58
0x013fcc,0x02,11
0x5f70,0x02,12
0x019f84,0x02,15
0x16ec,0x02,167
0x4910,0x02,17
0xe586,0x02,69
0xbc64,0x02,87
0x54c5,0x02,20
0x8b5e,0x02,25
0xc257,0x02,31
0x4e3a,0x02,50
0x012c79,0x02,34
0x12d9,0x02,17
0x9a7f,0x02,34
0x0101c1,0x02,23
0x4d73,0x02,23
0x6b8a,0x02,26
0x9add,0x02,12
0xf59a,0x02,12
0x0161fe,0x02,137
0x01391f,0x02,12
0x0c48,0x02,33
0xf391,0x02,276
0x9ad9,0x02,12
0x01014a,0x02,57
0x01707d,0x02,77
0x3d04,0x02,53
0x488c,0x02,12
0x18be,0x02,17
0x017c4e,0x02,17
0x0356,0x02,12
0x5fb0,0x02,28
0x5a55,0x02,12
0x0110f9,0x02,60
0x6111,0x02,23
0x01ba82,0x02,20
0x1546,0x02,20
0x0193a3,0x02,25
0x87db,0x02,25
0x017a88,0x02,38
0x019191,0x02,12
0x012aa1,0x02,29
0x08cd,0x02,17
0x5214,0x02,19
0x018b43,0x02,33
0x0130b5,0x02,36
0x0100d1,0x02,25
0x013998,0x02,33
0xa922,0x02,12
0x2262,0x02,28
0x019062,0x02,36
0x014343,0x02,41
0x361d,0x02,52
0x0125ba,0x02,20
0x4c41,0x02,19
0x8811,0x02,20
0x01ba62,0x02,25
0x3ef5,0x02,28
0x01918a,0x02,12
0x012393,0x02,65
0xd13b,0x02,12
0xd1d1,0x02,12
0x165a,0x02,25
0xc63c,0x02,81
0x51d8,0x02,11
0xd044,0x02,73
0xc06d,0x02,17
0x31ee,0x02,31
0x0178ca,0x02,17
0xbcd4,0x02,17
0xc23f,0x02,12
0x01807a,0x02,25
0xc436,0x02,36
0x4523,0x02,64
0x088a,0x02,14
0x6346,0x02,88
0x0b9f,0x02,12
0x18bc,0x02,16
0x017691,0x02,26
0x0129b9,0x02,344
0x012a39,0x02,12
0x9b12,0x02,110
0x0197f8,0x02,33
0x9538,0x02,50
0x352f,0x02,44
0x5458,0x02,12
0x017e66,0x02,49
0x01a3e3,0x02,15
0x018b91,0x02,17
0x1ebd,0x02,25
0xe7fc,0x02,31
0x0160b4,0x02,12
0x01045a,0x02,31
0x0147ac,0x02,44
0x013307,0x02,34
0x1273,0x02,17
0xa506,0x02,107
0x19b5,0x02,17
0x2a32,0x02,17
0x017edb,0x02,20
0x6cff,0x02,49
0x014ad6,0x02,12
0x01328e,0x02,25
0x019636,0x02,17
0xd9ac,0x02,15
0xd1fb,0x02,12
0x4cb8,0x02,20
0x013233,0x02,20
0x0100ad,0x02,12
0x014d35,0x02,207
0xf398,0x02,20
0x015e40,0x02,12
0x1b66,0x02,26
0x678d,0x02,11
0x0b31,0x02,31
0x8da1,0x02,25
0x31bf,0x02,34
0x67a9,0x02,20
0x01942b,0x02,20
0xc530,0x02,33
0x013de6,0x02,25
0x3f75,0x02,12
0x2a18,0x02,12
0x0100af,0x02,28
0x010f00,0x02,17
0xbd2d,0x02,15
0xa1e7,0x02,17
0x6d61,0x02,15
0x658a,0x02,20
0x6b14,0x02,49
0xcd37,0x02,28
0x1746,0x02,20
0x8253,0x02,12
0x400e,0x02,41
0x013e0e,0x02,13
0x014b1a,0x02,12
0x0183d4,0x02,82
0xa357,0x02,105
0x012da2,0x02,20
0x36a7,0x02,12
0x01a2e6,0x02,80
0x012689,0x02,121
0xd09c,0x02,76
0x01005e,0x02,33
0xf5a7,0x02,116
0x017402,0x02,85
0x01b6bf,0x02,89
0x012261,0x02,17
0x3b74,0x02,81
0x019292,0x02,18
0x43e0,0x02,20
0x015bc1,0x02,11
0xba19,0x02,12
0x01a3e2,0x02,47
0x010a3b,0x02,17
0x6bb0,0x02,98
0xc5d4,0x02,12
0x62b1,0x02,20
0xb470,0x02,17
0xd8f7,0x02,23
0x85af,0x02,541
0x0181a0,0x02,89
0xf2e7,0x02,26
0xb47a,0x02,80
0x011e78,0x02,42
0x015904,0x02,25
0x1676,0x02,55
0x01263d,0x02,48
0x017eb4,0x02,76
0xce29,0x02,106
0xb03d,0x02,116
0x0166b0,0x02,41
0x4513,0x02,36
0x010603,0x02,20
0xc01f,0x02,36
0x3ef7,0x02,39
0x0169bf,0x02,25
0x015858,0x02,17
0xa834,0x02,25
0x01346b,0x02,17
0x36eb,0x02,12
0xc5c9,0x02,129
0x018124,0x02,12
0xf74e,0x02,25
0x0159ff,0x02,12
0x9af2,0x02,36
0xf754,0x02,12
0x010589,0x02,36
0x6299,0x02,12
0xda7b,0x02,17
0x019536,0x02,25
0x011d13,0x02,80
0xb20a,0x02,16
0x016d12,0x02,33
0x016044,0x02,17
0x018537,0x02,111
0xa613,0x02,65
0xbebf,0x02,18
0x015a5c,0x02,41
0x012dda,0x02,17
0x01802c,0x02,140
0x10f1,0x02,39
0x015d4e,0x02,129
0x01aa78,0x02,92
0x018fd5,0x02,25
0x0160a6,0x02,17
0x3ae6,0x02,31
0x82ab,0x02,25
0x206d,0x02,17
0x018d62,0x02,33
0x73a4,0x02,17
0x53f9,0x02,15
0x01605d,0x02,69
0x011dd0,0x02,17
0x01488b,0x02,12
0xf565,0x02,48
0xf8a0,0x02,25
0x014e19,0x02,12
0x14eb,0x02,40
0xa3f6,0x02,44
0x011974,0x02,71
0x5bcd,0x02,17
0xfddf,0x02,58
0x7ed6,0x02,17
0x015ea3,0x02,15
0x4571,0x02,33
0x010311,0x02,17
0x454c,0x02,12
0x115e,0x02,41
0x010fb7,0x02,33
0x53ea,0x02,41
0x011ea1,0x02,25
0xf911,0x02,103
0x01822c,0x02,15
0x564b,0x02,25
0xdd96,0x02,203
0x013a65,0x02,12
0x016f36,0x02,63
0x0838,0x02,44
0x01b2f6,0x02,25
0xd9fa,0x02,12
0x014565,0x02,20
0x0198e2,0x02,76
0x643f,0x02,25
0xff6e,0x02,12
0xd363,0x02,65
0x010b06,0x02,44
0xa794,0x02,20
0x0311,0x02,51
0x2973,0x02,12
0x4241,0x02,12
0x0127d9,0x02,140
0x01590f,0x02,25
0x1919,0x02,18
0x157b,0x02,28
0xb34e,0x02,17
0x013e53,0x02,25
0x012e3e,0x02,82
0x019087,0x02,15
0xa029,0x02,28
0x0130fd,0x02,25
0xa51f,0x02,12
0x01225e,0x02,15
0xb8e3,0x02,33
0x9e91,0x02,26
0x5f6a,0x02,12
0x465d,0x02,12
0x010c21,0x02,12
0x750f,0x02,17
0x018773,0x02,17
0xbe6e,0x02,94
0x1653,0x02,60
0x014093,0x02,12
0x64ca,0x02,20
0x015b02,0x02,66
0xdf8a,0x02,77
0x013310,0x02,17
0x0114f7,0x02,71
0x015da9,0x02,17
0x0123fb,0x02,65
0x012d7f,0x02,17
0xc6cd,0x02,161
0x0d28,0x02,24
0xd6d8,0x02,88
0x018a41,0x02,65
0x01459a,0x02,12
0x01affa,0x02,48
0x0118c6,0x02,17
0x01873e,0x02,87
0x0184b2,0x02,63
0x0969,0x02,20
0xe355,0x02,16
0x0199d6,0x02,17
0xc91a,0x02,78
0x12ee,0x02,17
0x764d,0x02,12
0x51b4,0x02,15
0x3bd3,0x02,25
0x018b80,0x02,33
0x016cd1,0x02,17
0x885b,0x02,60
0x243e,0x02,17
0x677d,0x02,80
0x01155f,0x02,20
0xd54c,0x02,106
0xda56,0x02,76
0x01051c,0x02,29
0xf124,0x02,42
0xb7cf,0x02,12
0x9375,0x02,17
0x6bb1,0x02,20
0x473c,0x02,25
0x76d0,0x02,17
0x14ec,0x02,60
0x016c93,0x02,15
0x013270,0x02,55
0xdfa6,0x02,66
0x012bdf,0x02,15
0x012156,0x02,34
0x9fd2,0x02,17
0x0c0f,0x02,37
0xf326,0x02,52
0x012517,0x02,33
0x1422,0x02,135
0x0987,0x02,23
0x1876,0x02,16
0x01ba68,0x02,17
0x0dd9,0x02,17
0x012bf7,0x02,12
0x9726,0x02,12
0x0161f4,0x02,17
0xc07b,0x02,76
0x6523,0x02,20
0x01d2a7,0x02,44
0xbaed,0x02,81
0x9061,0x02,20
0x01695d,0x02,41
0x01c64c,0x02,180
0x45fc,0x02,25
0xb52b,0x02,145
0xf8c4,0x02,20
0x3c0f,0x02,23
0xbad6,0x02,81
0x018685,0x02,47
0x6ad5,0x02,17
0x011fab,0x02,28
0x87c8,0x02,15
0x1759,0x02,17
0x011ea8,0x02,73
0x0189c6,0x02,68
0x3a1e,0x02,37
0x4a30,0x02,19
0xb38f,0x02,17
0x0104e7,0x02,49
0xdc3b,0x02,28
0xf25c,0x02,57
0x45e4,0x02,17
0x01795a,0x02,20
0x44db,0x02,23
0x6a88,0x02,31
0x0194f9,0x02,61
0x554f,0x02,124
0x018bc3,0x02,25
0x01a8d6,0x02,25
0x0125cb,0x02,31
0x2c1b,0x02,28
0x2947,0x02,23
0x013a1b,0x02,15
0xb7,0x02,31
0x01204f,0x02,12
0x97f7,0x02,12
0xafa5,0x02,25
0x94db,0x02,156
0x6e0b,0x02,31
0x011454,0x02,33
0x011f4b,0x02,17
0x4ab5,0x02,20
0x650a,0x02,12
0x0125be,0x02,31
0x2029,0x02,17
0x010613,0x02,189
0x0122cf,0x02,20
0x014995,0x02,49
0x01a7d7,0x02,59
0x9cb4,0x02,33
0x648c,0x02,36
0x80ec,0x02,15
0x0149d2,0x02,17
0x4af6,0x02,96
0x0ca4,0x02,36
0xd640,0x02,20
0xd9f4,0x02,12
0x40f4,0x02,42
0x014a45,0x02,36
0x1872,0x02,25
0xf64e,0x02,44
0x0158e9,0x02,28
0x012682,0x02,17
0x01c3dd,0x02,16
0x9146,0x02,36
0xef52,0x02,20
0x012a88,0x02,61
0x016935,0x02,25
0x31c5,0x02,31
0x9e8d,0x02,12
0x0190ca,0x02,18
0x09d7,0x02,12
0x400b,0x02,25
0xd73b,0x02,39
0x01e278,0x02,16
0x4d93,0x02,36
0x012275,0x02,74
0x0142cc,0x02,28
0x3930,0x02,39
0x17af,0x02,17
0x01143c,0x02,23
0x8549,0x02,47
0x467e,0x02,17
0x0191b7,0x02,50
0x241a,0x02,121
0x014865,0x02,57
0x9463,0x02,33
0x01afb8,0x02,17
0xc2fa,0x02,17
0x0141a6,0x02,12
0xc9fb,0x02,25
0x017e8c,0x02,55
0x01320d,0x02,71
0x0179d9,0x02,15
0x014847,0x02,12
0x5eba,0x02,50
0x017fb5,0x02,12
0xd4df,0x02,17
0x01862b,0x02,23
0x5b6f,0x02,28
0x19a6,0x02,17
0xb9bf,0x02,41
0x0ec6,0x02,69
0x89f5,0x02,68
0x2aaa,0x02,16
0x018a40,0x02,12
0x01571e,0x02,12
0xea16,0x02,16
0x01cef2,0x02,17
0x194a,0x02,17
0x01a515,0x02,28
0x358b,0x02,17
0xb40f,0x02,17
0x011548,0x02,37
0x014a48,0x02,12
0x4ad2,0x02,55
0x010163,0x02,31
0x012378,0x02,23
0xd4ad,0x02,17
0x26dd,0x02,20
0xcef0,0x02,25
0x0100ba,0x02,70
0x017a70,0x02,17
0x1f1a,0x02,15
0x181e,0x02,12
0x013acf,0x02,20
0x9e59,0x02,17
0xa236,0x02,41
0x1610,0x02,57
0xa766,0x02,380
0xe691,0x02,177
0x1783,0x02,17
0x01b7bd,0x02,129
0xa841,0x02,24
0xcef2,0x02,33
0x01155e,0x02,71
0x5dff,0x02,12
0x011bbd,0x02,17
0xe278,0x02,25
0x0100fa,0x02,47
0x7aa3,0x02,19
0x0346,0x02,12
0x011a39,0x02,41
0xfed1,0x02,36
0xcc97,0x02,12
0x6105,0x02,17
0x6a90,0x02,12
0xd9bd,0x02,20
0x5285,0x02,66
0x018ff5,0x02,17
0x7455,0x02,79
0x342b,0x02,20
0xa8a6,0x02,57
0x8b7e,0x02,12
0x0d33,0x02,20
0x012a29,0x02,12
0x0164b0,0x02,23
0x016aab,0x02,24
0x01910a,0x02,25
0x76f7,0x02,12
0x0135d8,0x02,28
0xa847,0x02,98
0x012a4a,0x02,25
0x0130e7,0x02,37
0x010c40,0x02,52
0x3520,0x02,23
0x01b0ed,0x02,17
0xec6f,0x02,25
0xc245,0x02,39
0x0129b3,0x02,39
0xc5fd,0x02,81
0x012f5a,0x02,44
0xdb5a,0x02,84
0x12ea,0x02,23
0xda81,0x02,23
0x3624,0x02,28
0xbb09,0x02,11
0x012349,0x02,123
0x01a24f,0x02,17
0x0f93,0x02,12
0x011e7f,0x02,12
0x245a,0x02,17
0x4550,0x02,49
0xccb7,0x02,193
0x6ce6,0x02,105
0x018fc8,0x02,25
0x0142a4,0x02,89
0x01829f,0x02,44
0xf188,0x02,65
0x837b,0x02,26
0xd19a,0x02,20
0x7703,0x02,20
0x3a25,0x02,20
0x016077,0x02,12
0x21b8,0x02,33
0x0151d4,0x02,100
0x013465,0x02,25
0x018d3b,0x02,111
0x011439,0x02,17
0x01790b,0x02,34
0x9ad4,0x02,34
0x016a6f,0x02,58
0x55a9,0x02,153
0x012044,0x02,33
0x6c69,0x02,36
0x0195e4,0x02,37
0x0190ff,0x02,25
0xfddc,0x02,11
0xa804,0x02,12
0x521a,0x02,28
0xb599,0x02,17
0x175f,0x02,12
0xeab7,0x02,15
0xccab,0x02,81
0x034c,0x02,51
0x9354,0x02,121
0xca0a,0x02,17
0x541e,0x02,25
0x01555c,0x02,17
0x016971,0x02,17
0xa619,0x02,12
0x011e35,0x02,25
0x018ddc,0x02,23
0x01327d,0x02,25
0xc5c7,0x02,81
0xb317,0x02,28
0xe560,0x02,15
0xe52b,0x02,23
0xefc8,0x02,25
0x01a428,0x02,12
0x2580,0x02,17
0x90a4,0x02,23
0x97be,0x02,55
0x622b,0x02,17
0x49c4,0x02,23
0xc246,0x02,12
0x013c88,0x02,20
0x0107f0,0x02,20
0x3d29,0x02,100
0x014869,0x02,49
0x854d,0x02,143
0x01db15,0x02,15
0x878b,0x02,17
0x018ebc,0x02,163
0xf4c8,0x02,17
0xfcc2,0x02,41
0x0420,0x02,52
0x597f,0x02,37
0x01c379,0x02,17
0x0197fc,0x02,71
0x01b5fa,0x02,18
0x48b3,0x02,28
0x0139c1,0x02,17
0x014738,0x02,33
0xc6c3,0x02,193
0x04d3,0x02,39
0x42c7,0x02,13
0x50de,0x02,12
0x7bb9,0x02,12
0x35ab,0x02,77
0x01099d,0x02,26
0x12a3,0x02,52
0x0180,0x02,17
0x010a86,0x02,12
0xa77e,0x02,31
0x011ff8,0x02,79
0xaef4,0x02,17
0x7b79,0x02,21
0x01849c,0x02,49
0xd0a8,0x02,57
0xd6ef,0x02,28
0x7785,0x02,28
0x10c6,0x02,111
0x010d26,0x02,28
0x0113a1,0x02,191
0xec49,0x02,12
0x9e0a,0x02,16
0x013e0b,0x02,12
0x7d7c,0x02,12
0x010499,0x02,16
0xd951,0x02,44
0xe8b6,0x02,12
0xbe0a,0x02,25
0x328f,0x02,45
0x0114fc,0x02,61
0x0148e6,0x02,194
0x172a,0x02,17
0x4602,0x02,17
0x44ac,0x02,50
0x014385,0x02,87
0x011a4c,0x02,28
0x50ec,0x02,51
0x018902,0x02,25
0x012172,0x02,97
0x38db,0x02,15
0x0195bd,0x02,12
0x018f31,0x02,33
0x2120,0x02,25
0x6561,0x02,29
0x017c29,0x02,17
0x01c3be,0x02,12
0x013c46,0x02,65
0xb448,0x02,25
0x7930,0x02,23
0x019fdb,0x02,17
0x0123cb,0x02,17
0xd1a1,0x02,12
0x4351,0x02,17
0x6a6d,0x02,12
0xb221,0x02,17
0x015923,0x02,17
0x018c21,0x02,26
0x4427,0x02,20
0x0104f1,0x02,76
0xf01c,0x02,20
0x8ab3,0x02,33
0x527a,0x02,25
0x80a1,0x02,20
0x821f,0x02,60
0x016ccd,0x02,33
0x01427c,0x02,20
0x1912,0x02,50
0x2317,0x02,25
0xdf16,0x02,19
0xd293,0x02,39
0x018732,0x02,28
0xb86d,0x02,12
0x0161b2,0x02,146
0xfe47,0x02,17
0x016203,0x02,17
0x0102fb,0x02,44
0x1250,0x02,12
0x1f8f,0x02,12
0xdac4,0x02,12
0x01c204,0x02,17
0x4d12,0x02,33
0xf751,0x02,156
0xdf1f,0x02,17
0x0111dc,0x02,31
0xddc0,0x02,28
0x01afbf,0x02,15
0x7133,0x02,12
0x54f9,0x02,158
0xefa9,0x02,17
0xfde5,0x02,76
0x8f75,0x02,12
0x39fd,0x02,49
0x110e,0x02,81
0x01a825,0x02,12
0xdbae,0x02,25
0xeed5,0x02,48
0xb667,0x02,12
0xdd9b,0x02,17
0x12c5,0x02,88
0x5675,0x02,152
0xa404,0x02,33
0xfad7,0x02,28
0x69de,0x02,17
0xd4b6,0x02,20
0xa8ed,0x02,16
0x19bd,0x02,25
0x160f,0x02,41
0x8580,0x02,28
0x0167c6,0x02,23
0x510a,0x02,33
0x018588,0x02,12
0x018087,0x02,25
0xf4a9,0x02,73
0x010afb,0x02,13
0x87ce,0x02,28
0x015e54,0x02,12
0xd9db,0x02,36
0x66e0,0x02,12
0xf222,0x02,12
0x244e,0x02,12
0x01ba6c,0x02,28
0xc2a7,0x02,65
0x4a23,0x02,35
0x016694,0x02,111
0xf93e,0x02,25
0x5e89,0x02,144
0x0122a2,0x02,57
0x01302a,0x02,23
0x15f1,0x02,36
0x016801,0x02,20
0x5268,0x02,10
0xbfd1,0x02,31
0xb64b,0x02,17
0x017055,0x02,17
0xc59f,0x02,106
0x7263,0x02,92
0x0101d7,0x02,20
0x01a64b,0x02,33
0x0147cd,0x02,31
0x7919,0x02,11
0xce85,0x02,109
0xa1d3,0x02,12
0x011a8e,0x02,57
0x37b3,0x02,15
0x562d,0x02,39
0x18cf,0x02,17
0x0131a6,0x02,23
0x0163fd,0x02,111
0x75f9,0x02,57
0x06a0,0x02,71
0xfa38,0x02,28
0x97c4,0x02,17
0xdc3f,0x02,127
0x3b1d,0x02,17
0x773a,0x02,11
0x0129dc,0x02,17
0x6c42,0x02,25
0xca50,0x02,236
0x15ff,0x02,25
0x0174de,0x02,20
0xe6f7,0x02,41
0x09ae,0x02,12
0x011bbb,0x02,17
0xe8af,0x02,17
0x0141fa,0x02,129
0xc53e,0x02,12
0x010eaa,0x02,111
0x010351,0x02,56
0x3995,0x02,28
0x99cc,0x02,25
0xfa1a,0x02,17
0x013e92,0x02,25
0x0172a9,0x02,65
0x1e66,0x02,12
0x03a7,0x02,20
0x01bde6,0x02,20
0x9eba,0x02,31
0x017f81,0x02,42
